question,answer,generate_answer
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ được trang bị kiến thức gì về triển khai thi công xây dựng công trình?,"Lập hồ sơ dự thầu, thi công xây dựng, lắp đặt thiết bị, lập hồ sơ bản vẽ hoàn công và làm các thủ tục thanh quyết toán công trình","- Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ được trang bị kiến thức về thi công và quản lý dự án xây dựng công trình, bao gồm:"
Tên tiếng Việt của ngành Cơ Kỹ Thuật tại Trường Đại học Công nghệ là gì?,Cơ kỹ thuật,Engineering Mechanics
Tên tiếng Anh của ngành Cơ Kỹ Thuật tại Trường Đại học Công nghệ là gì?,Engineering Mechanics,4.5 năm
Mã số ngành Cơ Kỹ Thuật của Trường Đại học Công nghệ là bao nhiêu?,7520101,5
Văn bằng tốt nghiệp ngành Cơ Kỹ Thuật của Trường Đại học Công nghệ là gì?,Kỹ sư,A
Thời gian đào tạo ngành Cơ Kỹ Thuật tại Trường Đại học Công nghệ là bao lâu?,4.5 năm,5 năm
Tên văn bằng tiếng Việt sau tốt nghiệp ngành Cơ Kỹ Thuật của Trường Đại học Công nghệ là gì?,Kỹ sư ngành Cơ kỹ thuật,
Tên văn bằng tiếng Anh sau tốt nghiệp ngành Cơ Kỹ Thuật của Trường Đại học Công nghệ là gì?,The Degree of Engineer in Engineering Mechanics,4.5
Kỹ sư ngành Cơ Kỹ Thuật của Trường Đại học Công nghệ cần có những kiến thức nào?,Kiến thức cơ bản vững chắc và kiến thức chuyên môn toàn diện.,- Có khả năng vận dụng được các kiến thức cơ bản Cơ học Kỹ thuật trong các vấn đề Kỹ thuật đơn giản.
Kỹ sư ngành Cơ Kỹ Thuật của Trường Đại học Công nghệ cần có những kỹ năng nào?,"Kỹ năng thực hành cơ bản và năng lực làm việc độc lập, sáng tạo.",Tôi không biết
Kỹ sư Cơ Kỹ thuật của Trường Đại học Công nghệ có khả năng làm gì?,"Tham gia thiết kế, chế tạo, vận hành, tư vấn hay phát triển các hệ thống, thiết bị và máy móc.","Kỹ sư Cơ Kỹ thuật của Trường Đại học Công nghệ có khả năng làm việc tại các cơ sở nghiên cứu, thiết kế, các tổ chức sản xuất, kinh doanh trong các lĩnh vực: Cơ khí, Xây dựng,"
Kỹ năng nào giúp kỹ sư Cơ Kỹ thuật của Trường Đại học Công nghệ hội nhập quốc tế?,Kỹ năng giao tiếp (cả ngoại ngữ) và sử dụng các công cụ công nghệ thông tin.,PLO8: Có khả năng giao tiếp bằng tiếng Anh tương đương trình độ bậc 3 (theo Khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam).
Trường Đại học Công nghệ đào tạo kỹ sư Cơ Kỹ thuật có những phẩm chất nào?,"Hành vi, thái độ, tác phong làm việc chuyên nghiệp, có đạo đức nghề nghiệp, có trách nhiệm xã hội và tuân thủ pháp luật.",Không biết
Thông tin tuyển sinh của Trường Đại học Công nghệ dựa trên văn bản nào?,"Quy chế, Quy định về công tác tuyển sinh đại học hằng năm của Bộ Giáo dục và Đào tạo; hướng dẫn của Đại học Quốc gia Hà Nội và Đề án tuyển sinh hằng năm của Trường Đại học Công nghệ.","Theo Quy chế, Quy định về công tác tuyển sinh đại học hằng năm của Bộ Giáo dục và Đào tạo; hướng dẫn của Đại học Quốc gia Hà Nội và Đề án tuyển sinh hằng năm của Trường Đại học Công nghệ"
Trường Đại học Công nghệ thuộc Đại học Quốc gia Hà Nội đào tạo ngành nào trong văn bản trên?,Trường Đại học Công nghệ thuộc Đại học Quốc gia Hà Nội đào tạo ngành Công nghệ kỹ thuật điện tử – truyền thông.,"Trường Đại học Công nghệ thuộc Đại học Quốc gia Hà Nội đào tạo các ngành học hiện đại đáp ứng nhu cầu phát triển nguồn nhân lực trong bối cảnh cách mạng công nghiệp lần thứ tư, bao gồm các ngành thuộc các lĩnh vực công"
Sinh viên tốt nghiệp ngành Công nghệ kỹ thuật điện tử – truyền thông cần đạt trình độ ngoại ngữ tối thiểu nào?,Sinh viên tốt nghiệp ngành Công nghệ kỹ thuật điện tử – truyền thông cần đạt tối thiểu bậc 4/6 theo khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam (hoặc tương đương).,Tôi không biết
Sinh viên ngành Công nghệ kỹ thuật điện tử – truyền thông được trang bị kiến thức về những lĩnh vực công nghệ nào ngoài Điện tử - Viễn thông?,"Sinh viên ngành Công nghệ kỹ thuật điện tử – truyền thông được trang bị kiến thức về kinh tế, luật, xã hội, nhân văn.",Không biết
Sinh viên tốt nghiệp ngành Công nghệ kỹ thuật điện tử – truyền thông có thể đảm nhiệm vị trí giảng viên/nghiên cứu viên không?,"Có, sinh viên tốt nghiệp ngành Công nghệ kỹ thuật điện tử – truyền thông có thể đảm nhiệm vị trí giảng viên/nghiên cứu viên.",Không
Sinh viên tốt nghiệp ngành Công nghệ kỹ thuật điện tử – truyền thông có thể học tiếp lên bậc học nào?,"Sinh viên tốt nghiệp ngành Công nghệ kỹ thuật điện tử – truyền thông có thể học tiếp lên thạc sĩ, tiến sĩ.","Sinh viên tốt nghiệp ngành Công nghệ kỹ thuật điện tử – truyền thông có thể học tiếp lên bậc sau đại học các chuyên ngành thuộc lĩnh vực Công nghệ thông tin, Điện tử – Viễn thông; Nghiên cứu triển khai các"
Người học ngành Công nghệ kỹ thuật điện tử – truyền thông cần có phẩm chất đạo đức nghề nghiệp nào?,"Người học ngành Công nghệ kỹ thuật điện tử – truyền thông cần có đạo đức nghề nghiệp trung thực, trách nhiệm và đáng tin cậy.",Có trách nhiệm với công việc; Trung thành với tổ chức; Nhiệt tình và say mê với công việc. 
Ngành Công nghệ kỹ thuật điện tử – truyền thông trang bị cho sinh viên những kỹ năng cá nhân nào?,"Ngành Công nghệ kỹ thuật điện tử – truyền thông trang bị cho sinh viên tư duy sáng tạo, tư duy phản biện, khả năng đề xuất sáng kiến, khả năng quản lý thời gian và nguồn lực.",Tôi không biết
Sinh viên ngành Công nghệ kỹ thuật điện tử – truyền thông có được học về kiến trúc máy tính không?,"Có, sinh viên ngành Công nghệ kỹ thuật điện tử – truyền thông được học về kiến trúc máy tính.",Không biết
Sinh viên ngành Công nghệ kỹ thuật điện tử – truyền thông có được trang bị kiến thức về Chủ nghĩa Mác Lênin không?,"Có, sinh viên ngành Công nghệ kỹ thuật điện tử – truyền thông được trang bị kiến thức về Chủ nghĩa Mác Lênin.",Không biết
Sinh viên tốt nghiệp ngành Công nghệ kỹ thuật điện tử – truyền thông có thể làm việc ở vị trí chuyên gia về hệ thống nhúng không?,"Có, sinh viên tốt nghiệp ngành Công nghệ kỹ thuật điện tử – truyền thông có thể làm việc ở vị trí chuyên gia về hệ thống nhúng.",Có
Sinh viên ngành Công nghệ kỹ thuật điện tử – truyền thông được trang bị kiến thức về điện tử y sinh không?,"Có, sinh viên ngành Công nghệ kỹ thuật điện tử – truyền thông được trang bị kiến thức về điện tử y sinh.",Có
Sinh viên ngành Công nghệ kỹ thuật điện tử – truyền thông có cần có kỹ năng làm việc nhóm không?,"Có, sinh viên ngành Công nghệ kỹ thuật điện tử – truyền thông cần có kỹ năng làm việc nhóm.",Có
Mục tiêu của giáo dục thể chất đối với sinh viên ngành Công nghệ kỹ thuật điện tử – truyền thông là gì?,Mục tiêu của giáo dục thể chất đối với sinh viên ngành Công nghệ kỹ thuật điện tử – truyền thông là củng cố và tăng cường sức khỏe.,Không biết
Sinh viên ngành Công nghệ kỹ thuật điện tử – truyền thông được trang bị kiến thức về môn vật lý nào?,"Sinh viên ngành Công nghệ kỹ thuật điện tử – truyền thông được trang bị kiến thức về Vật lý cơ, nhiệt, điện và quang.",Tôi không biết
Sinh viên tốt nghiệp ngành Công nghệ kỹ thuật điện tử – truyền thông có thể làm việc ở vị trí kỹ sư truyền thông không?,"Có, sinh viên tốt nghiệp ngành Công nghệ kỹ thuật điện tử – truyền thông có thể làm việc ở vị trí kỹ sư truyền thông.",Có
Tổng số tín chỉ của chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tại Trường Đại học Công nghệ là bao nhiêu?,153 tín chỉ,Tổng số tín chỉ của chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tại Trường Đại học Công nghệ là 153 tín chỉ. 
Khối kiến thức chung của chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,"48 tín chỉ (Không tính các học phần GDTC, GDQP-AN và Kĩ năng bổ trợ)",35 tín chỉ
Khối kiến thức theo lĩnh vực của chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,15 tín chỉ,- Khối kiến thức theo lĩnh vực: | 22 tín chỉ
Khối kiến thức theo khối ngành của chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,9 tín chỉ,- Khối kiến thức theo lĩnh vực: | 22 tín chỉ
Khối kiến thức theo nhóm ngành của chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,22 tín chỉ,- Khối kiến thức theo nhóm ngành của chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tại Trường Đại học Công nghệ chiếm 22 tín chỉ.
Khối kiến thức ngành của chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,59 tín chỉ,- 22 tín chỉ
Khối kiến thức thực tập và tốt nghiệp của chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,10 tín chỉ,Không biết
Học phần Những nguyên lý cơ bản của chủ nghĩa Mác - Lênin 1 có mã học phần là gì tại Trường Đại học Công nghệ?,PHI1004,Không biết
Học phần Tiếng Nhật 1A có bao nhiêu giờ tự học tại Trường Đại học Công nghệ?,40 giờ,Không biết
Học phần Đại số có mã học phần là gì tại Trường Đại học Công nghệ?,MAT1093,Không biết
Học phần Cấu trúc dữ liệu và giải thuật có mã học phần tiên quyết là gì tại Trường Đại học Công nghệ?,INT1006,Không biết
Học phần Lập trình hướng đối tượng yêu cầu học phần tiên quyết nào tại Trường Đại học Công nghệ?,INT1006,Không biết
Học phần Hệ quản trị cơ sở dữ liệu yêu cầu học phần tiên quyết nào tại Trường Đại học Công nghệ?,INT2207,Không biết
Học phần Phát triển ứng dụng Web yêu cầu các học phần tiên quyết nào tại Trường Đại học Công nghệ?,"INT2204, INT2207",Không biết
Học phần Văn hóa kinh doanh Nhật Bản có bao nhiêu giờ thực hành tại Trường Đại học Công nghệ?,9 giờ,Tôi không biết
Văn bản này đề cập đến công văn nào của UBND Thành phố Hà Nội?,Công văn số 539/UBND-KGVX ngày 19/02/2025.,A: 539/UBND-KGVX ngày 19/02/2025  
Văn bản này đề cập đến công văn nào của Sở Y tế Hà Nội?,Công văn số 480/SYT-NVY ngày 07/02/2025.,A: 480/SYT-NVY ngày 07/02/2025
Văn bản này khuyến cáo người học nên làm gì khi đến nơi tập trung đông người?,Đeo khẩu trang.,Không có thông tin trong ngữ cảnh về việc khuyến cáo người học nên làm gì khi đến nơi tập trung đông người. 
Văn bản này khuyến cáo người học nên làm gì sau khi hắt hơi?,Che miệng.,Không biết
"Văn bản này khuyến cáo người học nên làm gì hàng ngày để vệ sinh mũi, họng?",Rửa bằng nước muối.,"Không có thông tin trong ngữ cảnh về việc khuyến cáo người học nên làm gì hàng ngày để vệ sinh mũi, họng. "
Văn bản này khuyến cáo người học nên làm gì để nâng cao thể trạng?,Ăn uống đủ chất và tăng cường vận động.,"Văn bản này khuyến cáo người học nên tập trung học tập để cải thiện kết quả trong học kỳ này, đồng thời gặp Giáo viên Chủ nhiệm để được tư vấn, hướng dẫn điều chỉnh cách học cho phù hợp, hiệu quả. Ngoài ra"
Văn bản này khuyến cáo người học nên làm gì đối với các bệnh có vắc xin phòng bệnh?,Chủ động thực hiện tiêm vắc xin.,Không có thông tin trong ngữ cảnh về việc khuyến cáo người học nên làm gì đối với các bệnh có vắc xin phòng bệnh. 
"Văn bản này khuyến cáo người học nên làm gì khi có biểu hiện bệnh như ho, sốt?",Đến ngay cơ sở y tế thuộc Bệnh viện ĐHQGHN để được khám.,"Không có thông tin cụ thể về việc khuyến cáo người học nên làm gì khi có biểu hiện bệnh như ho, sốt trong văn bản này. Văn bản chủ yếu tập trung vào việc phòng chống bệnh Cúm, Sởi và các"
Trang tin điện tử nào của Bộ Y tế được đề cập trong văn bản để lựa chọn tài liệu truyền thông về các bệnh truyền nhiễm?,Trang tin điện tử của Trung tâm Truyền thông GDSK Trung ương.,Trang tin điện tử của Cục Y tế dự phòng – Bộ Y tế được đề cập trong văn bản để lựa chọn tài liệu truyền thông về các bệnh truyền nhiễm. 
"Trang tin điện tử nào của Bộ Y tế được đề cập trong văn bản để tham khảo tài liệu và thông tin cụ thể, các khuyến cáo phòng các bệnh truyền nhiễm và tiêm chủng phòng bệnh?",Trang tin điện tử của Cục Y tế dự phòng.,https://vncdc.gov.vn/phong-chong-benh-truyen-nhiem-nc5611.html
Người học nên thông báo cho phòng ban nào của Trường Đại học Công nghệ nếu phát hiện sớm dịch bệnh trong nhà trường?,Phòng Công tác sinh viên.,Người học nên thông báo ngay với phòng Công tác sinh viên nếu phát hiện sớm dịch bệnh trong nhà trường. 
"Văn bản này đề cập đến trang thông tin điện tử nào của thành phố Hà Nội để xem video khuyến cáo, hướng dẫn phòng chống các dịch bệnh truyền nhiễm?",Trang thông tin điện tử của Trung tâm Kiểm soát bệnh tật thành phố Hà Nội.,A: https://hanoicdc.gov.vn/612/video.html
Bệnh viện nào được khuyến cáo trong văn bản dành cho người học khi có biểu hiện bệnh?,Bệnh viện Đại học Quốc gia Hà Nội.,"Không có thông tin cụ thể về bệnh viện nào được khuyến cáo trong văn bản dành cho người học khi có biểu hiện bệnh. Văn bản chỉ đề cập đến việc thông báo cho phòng Công tác sinh viên nếu phát hiện dịch bệnh, nhưng không n"
Địa chỉ trang Youtube nào được đề cập trong văn bản để xem clip phòng chống dịch bệnh mùa Đông – Xuân?,https://www.youtube.com/watch?v=xoSP63lHrZA&t=19s,https://www.youtube.com/watch?v=xoSP63lHrZA&t=19s
Nhà trường đề nghị người học thực hiện bao nhiêu nội dung để phòng chống dịch bệnh?,5 nội dung.,"Nhà trường đề nghị người học thực hiện 1 nội dung để phòng chống dịch bệnh, đó là:"
"Trường Đại học Công nghệ, ĐHQGHN thông báo về vấn đề gì trong học kỳ I năm học 2024-2025?","Trường Đại học Công nghệ, ĐHQGHN thông báo về định mức và thu học phí của Học viên cao học/Nghiên cứu sinh.","Trường Đại học Công nghệ, ĐHQGHN thông báo về định mức học phí và ban hành các quyết định thu học phí của các Học viên cao học/Nghiên cứu sinh trong học kỳ I năm học 2024-"
Học viên cao học/Nghiên cứu sinh của Trường Đại học Công nghệ nộp học phí bằng hình thức nào?,Học viên cao học/Nghiên cứu sinh nộp học phí qua ngân hàng bằng hình thức chuyển khoản.,Học viên cao học/Nghiên cứu sinh của Trường Đại học Công nghệ nộp học phí bằng hình thức tín chỉ. 
Tên người nhận khi chuyển khoản học phí cho Trường Đại học Công nghệ là gì?,"Tên người nhận là Trường Đại học Công nghệ, ĐHQGHN.",21514
Số tài khoản ngân hàng của Trường Đại học Công nghệ để nộp học phí là bao nhiêu?,Số tài khoản là 2151409100.,2151409100
Ngân hàng nào là nơi Trường Đại học Công nghệ mở tài khoản thu học phí?,"Ngân hàng BIDV Cầu Giấy, Hà Nội.",4 năm
Nội dung chuyển khoản học phí cho Trường Đại học Công nghệ cần ghi những thông tin gì?,"Nội dung chuyển khoản cần ghi: Mã người học, Họ tên, Nộp HP, K1, 24_25.",Không biết
Thời hạn nộp học phí học kỳ I năm học 2024-2025 của Trường Đại học Công nghệ là khi nào?,Thời hạn nộp từ 01/11/2024 đến ngày 28/11/2024.,Không biết
Học viên cao học/Nghiên cứu sinh cần liên hệ phòng nào của Trường Đại học Công nghệ nếu có thắc mắc về học phí?,Cần liên hệ phòng 101B-E3.,Không biết
Số điện thoại của phòng 101B-E3 Trường Đại học Công nghệ là bao nhiêu?,Số điện thoại là 0243 7549401.,Không biết
Trường Đại học Công nghệ sẽ xử lý thế nào nếu người học không hoàn thành nghĩa vụ nộp học phí đúng hạn?,Người học có thể bị cấm báo cáo tiến độ/cấm thi tất cả các học phần.,Không biết
Hậu quả của việc nợ học phí sau kỳ thi học kỳ tại Trường Đại học Công nghệ là gì?,Người học sẽ không được đăng ký môn học/ không được báo cáo tiến độ trong học kỳ tiếp theo.,Hậu quả của việc nợ học phí sau kỳ thi học kỳ tại Trường Đại học Công nghệ là:
Trường Đại học Công nghệ sẽ xử lý thế nào nếu người học không nộp học phí từ hai học kỳ trở lên?,Người học sẽ bị xem xét buộc thôi học.,Không biết
Học viên cao học/Nghiên cứu sinh có phải hoàn thành các khoản nợ trước đó khi nộp học phí học kỳ I năm học 2024-2025 không?,"Có, học viên phải hoàn thành tất cả các khoản nợ (nếu có).",Không biết
Thông báo này của Trường Đại học Công nghệ liên quan đến đối tượng nào?,Học viên cao học/Nghiên cứu sinh.,Các sinh viên thuộc diện cảnh báo học vụ và các sinh viên bị nhắc nhở vì kết quả học tập chưa tốt. 
Học phí cần nộp được tính như thế nào tại Trường Đại học Công nghệ?,Tổng HP trong HKI – HP còn dư từ kì trước (nếu có) + HP nợ kì trước (nếu có).,Học phí cần nộp được tính như sau:
Sinh viên tốt nghiệp ngành Kỹ thuật Robot tại trường Đại học Công nghệ cần đạt trình độ ngoại ngữ nào?,Chuẩn tương đương bậc 3 theo khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam.,Không biết
Sinh viên ngành Kỹ thuật Robot trường Đại học Công nghệ cần có kiến thức nào về vật lý?,Các kiến thức cơ bản về Vật lý đại cương.,Không biết
Sinh viên ngành Kỹ thuật Robot trường Đại học Công nghệ cần có kiến thức nào về toán học?,Vận dụng được các kiến thức liên quan đến Giải tích toán học và Đại số cao cấp.,Toán học là một trong những môn học cơ bản và cần thiết trong ngành Kỹ thuật Robot. Sinh viên ngành Kỹ thuật Robot cần có kiến thức về toán học để có thể áp dụng các phương pháp toán học vào việc thiết kế
Sinh viên ngành Kỹ thuật Robot trường Đại học Công nghệ cần có khả năng nào về tin học?,"Phân tích, đánh giá và lập trình một ngôn ngữ lập trình bậc cao.","Sinh viên ngành Kỹ thuật Robot trường Đại học Công nghệ cần có khả năng vận dụng kiến thức về CNTT để giải quyết các bài toán liên quan đến lĩnh vực kỹ thuật, cụ thể là:"
Sinh viên ngành Kỹ thuật Robot trường Đại học Công nghệ có được trang bị kiến thức về cấu trúc dữ liệu và giải thuật không?,"Có, sinh viên được trang bị kiến thức liên quan đến cấu trúc dữ liệu và giải thuật.",Không biết
Sinh viên ngành Kỹ thuật Robot trường Đại học Công nghệ cần vận dụng kiến thức cơ bản nào về kỹ thuật điện và điện tử?,"Kỹ thuật điện, điện tử tương tự, điện tử số.","Sinh viên ngành Kỹ thuật Robot trường Đại học Công nghệ cần vận dụng kiến thức cơ bản về điện, điện tử, tự động hóa, lập trình điều khiển, và an toàn công nghiệp để phục vụ yêu cầu thực tế trong các hệ"
Sinh viên ngành Kỹ thuật Robot trường Đại học Công nghệ có cần kiến thức về cơ học không?,"Có, sinh viên cần kiến thức liên quan đến cơ học và các cơ cấu truyền động chấp hành.",Có
Sinh viên tốt nghiệp ngành Kỹ thuật Robot trường Đại học Công nghệ có thể làm việc ở những vị trí nào?,"Kỹ sư kỹ thuật, chuyên viên phân tích tư vấn, nghiên cứu viên và giảng viên.",Không biết
Sinh viên tốt nghiệp ngành Kỹ thuật Robot trường Đại học Công nghệ có thể làm việc tại loại hình cơ sở nào?,"Các cơ sở nghiên cứu, thiết kế, các tổ chức, doanh nghiệp, khu công nghiệp.",Sinh viên tốt nghiệp ngành Kỹ thuật Robot trường Đại học Công nghệ có thể làm việc tại các cơ sở sau:
Sinh viên tốt nghiệp ngành Kỹ thuật Robot trường Đại học Công nghệ có khả năng học lên bậc sau đại học không?,"Có, sinh viên có thể tiếp tục học bậc sau đại học các chuyên ngành liên quan.",Có
Sinh viên ngành Kỹ thuật Robot tại trường Đại học Công nghệ được trang bị các kỹ năng nghề nghiệp nào?,"Hoàn thành công việc phức tạp, phân tích tổng hợp đánh giá dữ liệu.",- Mức độ cơ bản: Sinh viên hiểu và biết được các kiến thức cơ bản và cần thiết của ngành Kỹ thuật Robot.
Sinh viên ngành Kỹ thuật Robot tại trường Đại học Công nghệ được trang bị các kỹ năng cá nhân nào?,"Tư duy sáng tạo, tư duy phản biện, đề xuất sáng kiến.","- Phẩm chất chính trị và đạo đức, ý thức phục vụ cộng đồng, có sức khỏe đáp ứng yêu cầu xây dựng và bảo vệ tổ quốc (PO1)"
Sinh viên ngành Kỹ thuật Robot tại trường Đại học Công nghệ được trang bị kỹ năng làm việc nhóm như thế nào?,"Đánh giá chất lượng công việc, hợp tác, chia sẻ thông tin.",Không biết
Sinh viên ngành Kỹ thuật Robot tại trường Đại học Công nghệ được trang bị kỹ năng giao tiếp nào?,"Truyền đạt vấn đề, lập luận, giao tiếp bằng văn bản và đa phương tiện, thuyết trình.",Sin
Sinh viên ngành Kỹ thuật Robot tại trường Đại học Công nghệ cần có phẩm chất đạo đức nào?,"Trung thực, lễ độ, khiêm tốn, nhiệt tình.","- Phẩm chất đạo đức cá nhân: Lễ độ, khiêm tốn, nhiệt tình, trung thực, kiên trì, linh hoạt, hiểu biết về bản thân, ham tìm hiểu và học tập suốt đời."
Tên tiếng Việt của ngành Khoa học Máy tính tại Trường Đại học Công nghệ là gì?,Khoa học Máy tính,Computer Science
Tên tiếng Anh của ngành Khoa học Máy tính tại Trường Đại học Công nghệ là gì?,Computer Science,Khoa học Máy tính
Mã số đào tạo ngành Khoa học Máy tính tại Trường Đại học Công nghệ là bao nhiêu?,7480101,4 năm
Văn bằng tốt nghiệp ngành Khoa học Máy tính tại Trường Đại học Công nghệ là gì?,Cử nhân,Cử nhân ngành Khoa học Máy tính (Chương trình đào tạo chất lượng cao) 
Thời gian đào tạo ngành Khoa học Máy tính tại Trường Đại học Công nghệ là bao lâu?,4 năm,Thời gian đào tạo ngành Khoa học Máy tính tại Trường Đại học Công nghệ là 4 năm. 
Tên văn bằng tốt nghiệp ngành Khoa học Máy tính chất lượng cao bằng tiếng Việt tại Trường Đại học Công nghệ là gì?,Cử nhân Khoa học Máy tính (Chương trình đào tạo chất lượng cao),Cử nhân ngành Khoa học Máy tính
Tên văn bằng tốt nghiệp ngành Khoa học Máy tính chất lượng cao bằng tiếng Anh tại Trường Đại học Công nghệ là gì?,The degree of Bachelor in Computer Science (Honors Program),Cử nhân Khoa học Máy tính (Chương trình đào tạo chất lượng cao) 
Chương trình Khoa học Máy tính chất lượng cao của Trường Đại học Công nghệ tập trung theo hướng nào?,Công nghệ,"Chương trình Khoa học Máy tính chất lượng cao của Trường Đại học Công nghệ tập trung vào việc đào tạo những sinh viên giỏi về chuyên môn và kỹ năng, đáp ứng nhu cầu sử dụng lao động CNTT của thị trường"
Sinh viên ngành Khoa học Máy tính tại Trường Đại học Công nghệ được đào tạo chuyên sâu theo những định hướng nào?,"Phát triển hệ thống, Thương mại điện tử, Mạng máy tính, Các hệ thống thông minh và Tương tác người máy.",Sinh viên ngành Khoa học Máy tính tại Trường Đại học Công nghệ được đào tạo chuyên sâu theo bốn định hướng chuyên sâu sau:
Hình thức tuyển sinh ngành Khoa học Máy tính của Trường Đại học Công nghệ theo quy định của ai?,Đại học Quốc gia Hà Nội,Hình thức tuyển sinh ngành Khoa học Máy tính của Trường Đại học Công nghệ theo quy định của Đại học Quốc gia Hà Nội. 
Quy mô tuyển sinh dự kiến hàng năm của ngành Khoa học Máy tính tại Trường Đại học Công nghệ là bao nhiêu?,60 sinh viên/năm,4 năm
Sinh viên tốt nghiệp ngành Khoa học Máy tính tại Trường Đại học Công nghệ có khả năng làm việc ở những tập đoàn công nghệ quốc tế nào?,"IBM, Samsung, Nokia, LG",Không biết
Sinh viên tốt nghiệp ngành Khoa học Máy tính tại Trường Đại học Công nghệ có khả năng làm việc ở những công ty và tập đoàn lớn nào trong nước?,"FPT, Vietel",Không biết
Sinh viên tốt nghiệp ngành Khoa học Máy tính tại Trường Đại học Công nghệ cần có những phẩm chất nào?,"Phẩm chất chính trị tốt, ý thức tổ chức kỷ luật, tác phong làm việc khoa học, nghiêm túc, đạo đức nghề nghiệp về bảo vệ thông tin, bản quyền.",- Có hiểu biết về khoa học cơ bản để tiếp nhận kiến thức mới và học tập suốt đời (PO1).
Sinh viên ngành Khoa học Máy tính tại Trường Đại học Công nghệ có được đào tạo tăng cường tiếng Anh không?,Có,Có
Tổng số tín chỉ của chương trình đào tạo ngành Cơ kỹ thuật là bao nhiêu?,155 tín chỉ.,Tổng số tín chỉ của chương trình đào tạo ngành Cơ kỹ thuật là 155 tín chỉ (theo thông tin từ URL: https://uet.vnu.edu.vn/chuong-trinh-dao-tao-nganh-co-ky-thuat
Khối kiến thức chung của chương trình đào tạo ngành Cơ kỹ thuật chiếm bao nhiêu tín chỉ?,"29 tín chỉ (Không tính các học phần GDTC, GDQP-AN và Kĩ năng bổ trợ).","- Đối với chương trình đào tạo ngành Cơ kỹ thuật tại Trường Đại học Công nghệ, ĐHQGHN, khối kiến thức chung chiếm 21 tín chỉ (không tính các học phần Giáo dục thể chất, Giáo dục quốc phòng"
Khối kiến thức theo lĩnh vực của chương trình đào tạo ngành Cơ kỹ thuật chiếm bao nhiêu tín chỉ?,18 tín chỉ.,11 tín chỉ
Khối kiến thức theo khối ngành của chương trình đào tạo ngành Cơ kỹ thuật chiếm bao nhiêu tín chỉ?,6 tín chỉ.,155 tín chỉ (theo chương trình
Khối kiến thức theo nhóm ngành của chương trình đào tạo ngành Cơ kỹ thuật chiếm bao nhiêu tín chỉ?,22 tín chỉ.,155 tín chỉ
Khối kiến thức ngành của chương trình đào tạo ngành Cơ kỹ thuật chiếm bao nhiêu tín chỉ?,80 tín chỉ.,"- Đối với chương trình đào tạo ngành Cơ kỹ thuật tại Trường Đại học Công nghệ, ĐHQGHN (URL: https://uet.vnu.edu.vn/chuong-trinh-dao-tao-nganh-co-ky-thuat-15"
Học phần Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin 1 thuộc khối kiến thức nào của ngành Cơ kỹ thuật?,Khối kiến thức chung.,Không biết
Học phần Đại số thuộc khối kiến thức nào của ngành Cơ khí thuật?,Khối kiến thức theo lĩnh vực.,Không biết
Học phần Cơ học kỹ thuật 1 thuộc khối kiến thức nào của ngành Cơ kỹ thuật?,Khối kiến thức theo nhóm ngành.,Không biết
Học phần Cơ học môi trường liên tục thuộc khối kiến thức nào của ngành Cơ kỹ thuật?,Khối kiến thức ngành bắt buộc.,V.1 | Khối kiến thức ngành | 90 |  |  |  |
Học phần Khoa học quản lý đại cương thuộc khối kiến thức nào của ngành Cơ kỹ thuật?,Khối kiến thức bổ trợ.,Không biết
Sinh viên học ngành Cơ khí thuật cần hoàn thành bao nhiêu tín chỉ đồ án tốt nghiệp?,10 tín chỉ.,10 tín chỉ
Học phần Động lực học sông và đồ án thuộc khối kiến thức định hướng chuyên sâu nào của ngành Cơ khí thuật?,Thủy khí công nghiệp và môi trường.,Không biết
Học phần Thủy động lực học – môi trường biển thuộc khối kiến thức định hướng chuyên sâu nào của ngành Cơ khí thuật?,Cơ học kỹ thuật biển.,Không biết
